SALESORDERID,HISTORY.CREATEDBY.EMPLOYEEID,HISTORY.CREATEDAT,HISTORY.CHANGEDBY.EMPLOYEEID,HISTORY.CHANGEDAT,NOTEID,PARTNER.PARTNERID,CURRENCY,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,LIFECYCLESTATUS,BILLINGSTATUS,DELIVERYSTATUS
500000000,33,2015-01-01,33,2015-01-15,,100000000,EUR,26581.03,22337,4244.03,X,I,I
500000001,33,2015-01-02,33,2015-01-16,,100000002,EUR,9417.66,7914,1503.66,N,I,I
500000002,33,2015-01-03,33,2015-01-17,,100000005,EUR,5631.08,4732,899.08,P,I,D
500000003,33,2015-01-04,33,2015-01-18,,100000006,EUR,1405.39,1181,224.39,N,I,I
500000004,33,2015-01-05,33,2015-01-19,,100000006,EUR,761.24,639.7,121.54,C,P,D
500000005,33,2015-01-06,33,2015-01-20,,100000008,EUR,101299.22,85125.4,16173.82,X,I,I
500000006,33,2015-01-07,33,2015-01-21,,100000003,EUR,250.73,210.7,40.03,X,I,I
500000007,33,2015-01-08,33,2015-01-22,,100000004,EUR,10549.35,8865,1684.35,C,P,D
500000008,33,2015-01-09,33,2015-01-23,,100000009,EUR,195.16,164,31.16,X,I,I
500000009,33,2015-01-10,33,2015-01-24,,100000000,EUR,3972.22,3338,634.22,P,P,I
500000010,33,2015-01-11,33,2015-01-25,,100000002,EUR,3598.92,3024.3,574.62,N,I,I
500000011,33,2015-01-12,33,2015-01-26,,100000004,EUR,325.94,273.9,52.04,P,P,I
500000012,33,2015-01-13,33,2015-01-27,,100000005,EUR,24395,20500,3895,P,I,D
500000013,33,2015-01-14,33,2015-01-28,,100000006,EUR,5527.55,4645,882.55,P,I,D
500000014,33,2015-01-15,33,2015-01-29,,100000006,EUR,3459.33,2907,552.33,P,I,I
500000015,33,2015-01-16,33,2015-01-30,,100000008,EUR,852.04,716,136.04,X,I,I
500000016,33,2015-01-17,33,2015-01-31,,100000004,EUR,1916.5,1610.5,306,N,I,I
500000017,33,2015-01-18,33,2015-02-01,,100000005,EUR,178.14,149.7,28.44,P,P,D
500000018,33,2015-01-19,33,2015-02-02,,100000002,EUR,871.55,732.4,139.15,C,P,D
500000019,33,2015-01-20,33,2015-02-03,,100000009,EUR,1028.15,864,164.15,N,I,I
500000020,33,2015-01-21,33,2015-02-04,,100000000,EUR,5523.38,4641.5,881.88,N,I,I
500000021,33,2015-01-22,33,2015-02-05,,100000002,EUR,187.54,157.6,29.94,P,P,D
500000022,33,2015-01-23,33,2015-02-06,,100000006,EUR,521.22,438,83.22,N,I,I
500000023,33,2015-01-24,33,2015-02-07,,100000008,EUR,411.5,345.8,65.7,C,P,D
500000024,33,2015-01-25,33,2015-02-08,,100000005,EUR,11552.52,9708,1844.52,P,P,D
500000025,33,2015-01-26,33,2015-02-09,,100000003,EUR,26581.03,22337,4244.03,C,P,D
500000026,33,2015-01-27,33,2015-02-10,,100000003,EUR,9417.66,7914,1503.66,N,I,I
500000027,33,2015-01-28,33,2015-02-11,,100000003,EUR,5631.08,4732,899.08,C,P,D
500000028,33,2015-01-29,33,2015-02-12,,100000008,EUR,1405.39,1181,224.39,C,P,D
500000029,33,2015-01-30,33,2015-02-13,,100000004,EUR,761.24,639.7,121.54,N,I,I
500000030,33,2015-01-31,33,2015-02-14,,100000006,EUR,101299.22,85125.4,16173.82,P,I,D
500000031,33,2015-02-01,33,2015-02-15,,100000004,EUR,250.73,210.7,40.03,C,P,D
500000032,33,2015-02-02,33,2015-02-16,,100000006,EUR,10549.35,8865,1684.35,N,I,I
500000033,33,2015-02-03,33,2015-02-17,,100000009,EUR,195.16,164,31.16,N,I,I
500000034,33,2015-02-04,33,2015-02-18,,100000000,EUR,107100,90000,17100,N,I,I
500000035,33,2015-02-05,33,2015-02-19,,100000002,EUR,4415.73,3710.7,705.03,P,P,I
500000036,33,2015-02-06,33,2015-02-20,,100000003,EUR,325.94,273.9,52.04,X,I,I
500000037,33,2015-02-07,33,2015-02-21,,100000005,EUR,24220.07,20353,3867.07,P,P,D
500000038,33,2015-02-08,33,2015-02-22,,100000006,EUR,4499.87,3781.4,718.47,C,P,D
500000039,33,2015-02-09,33,2015-02-23,,100000006,EUR,2727.24,2291.8,435.44,C,P,D
500000040,33,2015-02-10,33,2015-02-24,,100000008,EUR,530.62,445.9,84.72,N,I,I
500000041,33,2015-02-11,33,2015-02-25,,100000004,EUR,803.25,675,128.25,C,P,D
500000042,33,2015-02-12,33,2015-02-26,,100000002,EUR,178.14,149.7,28.44,X,I,I
500000043,33,2015-02-13,33,2015-02-27,,100000005,EUR,871.55,732.4,139.15,P,P,D
500000044,33,2015-02-14,33,2015-02-28,,100000009,EUR,6543.8,5499,1044.8,C,P,D
500000045,33,2015-02-15,33,2015-02-28,,100000000,EUR,113032.74,94985.5,18047.24,C,P,D
500000046,33,2015-02-16,33,2015-03-01,,100000002,EUR,114.24,96,18.24,X,I,I
500000047,33,2015-02-17,33,2015-03-02,,100000008,EUR,521.22,438,83.22,C,P,D
500000048,33,2015-02-18,33,2015-03-03,,100000006,EUR,411.5,345.8,65.7,C,P,D
